Sample in Buffer	Sample in Window	adc_ch0
34167	34167	-22286	
34168	34168	-25004	
34169	34169	-22217	
34170	34170	-14670	
34171	34171	-3862	
34172	34172	7702	
34173	34173	17496	
34174	34174	23719	
34175	34175	24729	
34176	34176	20238	
34177	34177	11203	
34178	34178	-495	
34179	34179	-12072	
34180	34180	-20759	
34181	34181	-24839	
34182	34182	-23431	
34183	34183	-16915	
34184	34184	-6785	
34185	34185	4878	
34186	34186	15321	
34187	34187	22596	
34188	34188	24987	
34189	34189	21794	
34190	34190	13699	
34191	34191	2496	
34192	34192	-9246	
34193	34193	-18982	
34194	34194	-24330	
34195	34195	-24265	
34196	34196	-19004	
34197	34197	-9533	
34198	34198	1839	
34199	34199	12898	
34200	34200	21223	
34201	34201	24900	
34202	34202	23143	
34203	34203	16213	
34204	34204	5458	
34205	34205	-6467	
34206	34206	-16914	
34207	34207	-23464	
34208	34208	-24806	
34209	34209	-20678	
34210	34210	-12378	
34211	34211	-1138	
34212	34212	10305	
34213	34213	19554	
34214	34214	24476	
34215	34215	24087	
34216	34216	18238	
34217	34217	8290	
34218	34218	-3486	
34219	34219	-14568	
34220	34220	-22256	
34221	34221	-24996	
34222	34222	-22243	
34223	34223	-14698	
34224	34224	-3910	
34225	34225	7558	
34226	34226	17489	
34227	34227	23713	
34228	34228	24707	
34229	34229	20229	
34230	34230	11216	
34231	34231	-495	
34232	34232	-12009	
34233	34233	-20724	
34234	34234	-24826	
34235	34235	-23440	
34236	34236	-16929	
34237	34237	-6824	
34238	34238	4829	
34239	34239	15346	
34240	34240	22624	
34241	34241	24987	
34242	34242	21796	
34243	34243	13673	
34244	34244	2518	
34245	34245	-9276	
34246	34246	-18949	
34247	34247	-24313	
34248	34248	-24280	
34249	34249	-19072	
34250	34250	-9506	
34251	34251	1749	
34252	34252	12960	
34253	34253	21203	
34254	34254	24924	
34255	34255	23087	
34256	34256	16128	
34257	34257	5415	
34258	34258	-6462	
34259	34259	-16857	
34260	34260	-23435	
34261	34261	-24822	
34262	34262	-20705	
34263	34263	-12148	
34264	34264	-919	
34265	34265	10374	
34266	34266	19477	
34267	34267	24431	
34268	34268	24095	
34269	34269	18289	
34270	34270	8335	
34271	34271	-3557	
34272	34272	-14431	
34273	34273	-22255	
34274	34274	-25000	
34275	34275	-22217	
34276	34276	-14646	
34277	34277	-3871	
34278	34278	7522	
34279	34279	17522	
34280	34280	23717	
34281	34281	24706	
34282	34282	20207	
34283	34283	11164	
34284	34284	-475	
34285	34285	-11901	
34286	34286	-20753	
34287	34287	-24843	
34288	34288	-23381	
34289	34289	-16794	
34290	34290	-6689	
34291	34291	4782	
34292	34292	15229	
34293	34293	22602	
34294	34294	25000	
34295	34295	21877	
34296	34296	13748	
34297	34297	2509	
34298	34298	-9264	
34299	34299	-18960	
34300	34300	-24317	
34301	34301	-24280	
34302	34302	-18972	
34303	34303	-9538	
34304	34304	1882	
34305	34305	12911	
34306	34306	21154	
34307	34307	24912	
34308	34308	23161	
34309	34309	16138	
34310	34310	5451	
34311	34311	-6382	
34312	34312	-16862	
34313	34313	-23462	
34314	34314	-24822	
34315	34315	-20816	
34316	34316	-12272	
34317	34317	-1041	
34318	34318	10279	
34319	34319	19569	
34320	34320	24501	
34321	34321	24098	
34322	34322	18440	
34323	34323	8579	
34324	34324	-3505	
34325	34325	-14557	
34326	34326	-22309	
34327	34327	-25001	
34328	34328	-22237	
34329	34329	-14703	
34330	34330	-3956	
34331	34331	7508	
34332	34332	17508	
34333	34333	23735	
34334	34334	24728	
34335	34335	20266	
34336	34336	11228	
34337	34337	-387	
34338	34338	-11841	
34339	34339	-20763	
34340	34340	-24828	
34341	34341	-23426	
34342	34342	-16866	
34343	34343	-6796	
34344	34344	4877	
34345	34345	15284	
34346	34346	22594	
34347	34347	24995	
34348	34348	21857	
34349	34349	13779	
34350	34350	2522	
34351	34351	-9185	
34352	34352	-18959	
34353	34353	-24312	
34354	34354	-24281	
34355	34355	-19118	
34356	34356	-9831	
34357	34357	1857	
34358	34358	13076	
34359	34359	21306	
34360	34360	24922	
34361	34361	23127	
34362	34362	15945	
34363	34363	5184	
34364	34364	-6317	
34365	34365	-16774	
34366	34366	-23394	
34367	34367	-24827	
34368	34368	-20836	
34369	34369	-12422	
34370	34370	-1038	
34371	34371	10419	
34372	34372	19493	
34373	34373	24434	
34374	34374	24125	
34375	34375	18302	
34376	34376	8319	
34377	34377	-3490	
34378	34378	-14477	
34379	34379	-22274	
34380	34380	-25007	
34381	34381	-22273	
34382	34382	-14786	
34383	34383	-3992	
34384	34384	7635	
34385	34385	17504	
34386	34386	23720	
34387	34387	24747	
34388	34388	20262	
34389	34389	11151	
34390	34390	-559	
34391	34391	-11821	
34392	34392	-20689	
34393	34393	-24838	
34394	34394	-23450	
34395	34395	-16959	
34396	34396	-6852	
34397	34397	4771	
34398	34398	15369	
34399	34399	22623	
34400	34400	24986	
34401	34401	21845	
34402	34402	13673	
34403	34403	2540	
34404	34404	-9297	
34405	34405	-18889	
34406	34406	-24274	
34407	34407	-24311	
34408	34408	-18966	
34409	34409	-9591	
34410	34410	1833	
34411	34411	12965	
34412	34412	21225	
34413	34413	24906	
34414	34414	23151	
34415	34415	16193	
34416	34416	5417	
34417	34417	-6507	
34418	34418	-16832	
34419	34419	-23439	
34420	34420	-24833	
34421	34421	-20766	
34422	34422	-12270	
34423	34423	-1076	
34424	34424	10278	
34425	34425	19482	
34426	34426	24451	
34427	34427	24091	
34428	34428	18339	
34429	34429	8440	
34430	34430	-3472	
34431	34431	-14485	
34432	34432	-22240	
34433	34433	-25001	
34434	34434	-22254	
34435	34435	-14668	
34436	34436	-3858	
34437	34437	7662	
34438	34438	17503	
34439	34439	23668	
34440	34440	24744	
34441	34441	20301	
34442	34442	11197	
34443	34443	-468	
34444	34444	-12073	
34445	34445	-20722	
34446	34446	-24842	
34447	34447	-23460	
34448	34448	-16932	
34449	34449	-6904	
34450	34450	4693	
34451	34451	15249	
34452	34452	22561	
34453	34453	24988	
34454	34454	21834	
34455	34455	13692	
34456	34456	2619	
34457	34457	-9321	
34458	34458	-18898	
34459	34459	-24305	
34460	34460	-24298	
34461	34461	-19002	
34462	34462	-9617	
34463	34463	1870	
34464	34464	12943	
34465	34465	21152	
34466	34466	24899	
34467	34467	23196	
34468	34468	16270	
34469	34469	5428	
34470	34470	-6495	
34471	34471	-16871	
34472	34472	-23446	
34473	34473	-24828	
34474	34474	-20859	
34475	34475	-12153	
34476	34476	-1077	
34477	34477	10206	
34478	34478	19376	
34479	34479	24453	
34480	34480	24092	
34481	34481	18374	
34482	34482	8406	
34483	34483	-3505	
34484	34484	-14491	
34485	34485	-22254	
34486	34486	-25004	
34487	34487	-22282	
34488	34488	-14655	
34489	34489	-3933	
34490	34490	7534	
34491	34491	17544	
34492	34492	23702	
34493	34493	24732	
34494	34494	20230	
34495	34495	11251	
34496	34496	-346	
34497	34497	-11982	
34498	34498	-20701	
34499	34499	-24839	
34500	34500	-23468	
34501	34501	-16907	
34502	34502	-6848	
34503	34503	4658	
34504	34504	15321	
34505	34505	22553	
34506	34506	24996	
34507	34507	21876	
34508	34508	13692	
34509	34509	2369	
34510	34510	-9338	
34511	34511	-18838	
34512	34512	-24306	
34513	34513	-24317	
34514	34514	-18955	
34515	34515	-9712	
34516	34516	1636	
34517	34517	12802	
34518	34518	21171	
34519	34519	24911	
34520	34520	23155	
34521	34521	16212	
34522	34522	5532	
34523	34523	-6361	
34524	34524	-16748	
34525	34525	-23404	
34526	34526	-24821	
34527	34527	-20726	
34528	34528	-12200	
34529	34529	-1121	
34530	34530	10222	
34531	34531	19437	
34532	34532	24458	
34533	34533	24104	
34534	34534	18300	
34535	34535	8383	
34536	34536	-3510	
34537	34537	-14414	
34538	34538	-22264	
34539	34539	-25005	
34540	34540	-22276	
34541	34541	-14806	
34542	34542	-4057	
34543	34543	7567	
34544	34544	17449	
34545	34545	23680	
34546	34546	24727	
34547	34547	20232	
34548	34548	11143	
34549	34549	-491	
34550	34550	-11918	
34551	34551	-20721	
34552	34552	-24838	
34553	34553	-23463	
34554	34554	-16965	
34555	34555	-6859	
34556	34556	4631	
34557	34557	15318	
34558	34558	22538	
34559	34559	24987	
34560	34560	21817	
34561	34561	13762	
34562	34562	2618	
34563	34563	-9159	
34564	34564	-18839	
34565	34565	-24329	
34566	34566	-24274	
34567	34567	-19035	
34568	34568	-9671	
34569	34569	1815	
34570	34570	12890	
34571	34571	21194	
34572	34572	24909	
34573	34573	23154	
34574	34574	16128	
34575	34575	5594	
34576	34576	-6359	
34577	34577	-16863	
34578	34578	-23401	
34579	34579	-24838	
34580	34580	-20769	
34581	34581	-12238	
34582	34582	-1120	
34583	34583	10200	
34584	34584	19490	
34585	34585	24477	
34586	34586	24094	
34587	34587	18347	
34588	34588	8403	
34589	34589	-3429	
34590	34590	-14462	
34591	34591	-22280	
34592	34592	-25004	
34593	34593	-22281	
34594	34594	-14733	
34595	34595	-4015	
34596	34596	7554	
34597	34597	17541	
34598	34598	23682	
34599	34599	24744	
34600	34600	20261	
34601	34601	11260	
34602	34602	-464	
34603	34603	-11880	
34604	34604	-20672	
34605	34605	-24833	
34606	34606	-23494	
34607	34607	-16977	
34608	34608	-6811	
34609	34609	4817	
34610	34610	15332	
34611	34611	22622	
34612	34612	24987	
34613	34613	21868	
34614	34614	13722	
34615	34615	2673	
34616	34616	-9286	
34617	34617	-18848	
34618	34618	-24284	
34619	34619	-24336	
34620	34620	-18984	
34621	34621	-9647	
34622	34622	1840	
34623	34623	12912	
34624	34624	21207	
34625	34625	24913	
34626	34626	23145	
34627	34627	16237	
34628	34628	5651	
34629	34629	-6379	
34630	34630	-16848	
34631	34631	-23402	
34632	34632	-24823	
34633	34633	-20782	
34634	34634	-12285	
34635	34635	-1140	
34636	34636	10370	
34637	34637	19476	
34638	34638	24461	
34639	34639	24146	
34640	34640	18335	
34641	34641	8517	
34642	34642	-3478	
34643	34643	-14453	
34644	34644	-22263	
34645	34645	-25004	
34646	34646	-22238	
34647	34647	-14582	
34648	34648	-4038	
34649	34649	7512	
34650	34650	17458	
34651	34651	23695	
34652	34652	24733	
34653	34653	20319	
34654	34654	11176	
34655	34655	-472	
34656	34656	-11894	
34657	34657	-20727	
34658	34658	-24826	
34659	34659	-23460	
34660	34660	-16969	
34661	34661	-6838	
34662	34662	4785	
34663	34663	15278	
34664	34664	22529	
34665	34665	24992	
34666	34666	21856	
34667	34667	13814	
34668	34668	2698	
34669	34669	-9133	
34670	34670	-18841	
34671	34671	-24346	
34672	34672	-24266	
34673	34673	-19089	
34674	34674	-9635	
34675	34675	1708	
34676	34676	12869	
34677	34677	21148	
34678	34678	24905	
34679	34679	23146	
34680	34680	16235	
34681	34681	5520	
34682	34682	-6411	
34683	34683	-16840	
34684	34684	-23442	
34685	34685	-24832	
34686	34686	-20730	
34687	34687	-12248	
34688	34688	-1073	
34689	34689	10260	
34690	34690	19373	
34691	34691	24439	
34692	34692	24121	
34693	34693	18355	
34694	34694	8414	
34695	34695	-3485	
34696	34696	-14483	
34697	34697	-22233	
34698	34698	-25005	
34699	34699	-22266	
34700	34700	-14672	
34701	34701	-4093	
34702	34702	7498	
34703	34703	17445	
34704	34704	23674	
34705	34705	24727	
34706	34706	20260	
34707	34707	11241	
34708	34708	-464	
34709	34709	-11944	
34710	34710	-20730	
34711	34711	-24827	
34712	34712	-23509	
34713	34713	-17021	
34714	34714	-6995	
34715	34715	4673	
34716	34716	15251	
34717	34717	22596	
34718	34718	24987	
34719	34719	21904	
34720	34720	13807	
34721	34721	2612	
34722	34722	-9217	
34723	34723	-18937	
34724	34724	-24302	
34725	34725	-24323	
34726	34726	-19038	
34727	34727	-9550	
34728	34728	1739	
34729	34729	12931	
34730	34730	21136	
34731	34731	24912	
34732	34732	23187	
34733	34733	16143	
34734	34734	5652	
34735	34735	-6439	
34736	34736	-16919	
34737	34737	-23398	
34738	34738	-24841	
34739	34739	-20788	
34740	34740	-12285	
34741	34741	-1071	
34742	34742	10236	
34743	34743	19444	
34744	34744	24452	
34745	34745	24088	
34746	34746	18352	
34747	34747	8461	
34748	34748	-3465	
34749	34749	-14436	
34750	34750	-22142	
34751	34751	-25010	
34752	34752	-22275	
34753	34753	-14756	
34754	34754	-3979	
34755	34755	7503	
34756	34756	17476	
34757	34757	23679	
34758	34758	24735	
34759	34759	20260	
34760	34760	11175	
34761	34761	-454	
34762	34762	-11913	
34763	34763	-20737	
34764	34764	-24833	
34765	34765	-23469	
34766	34766	-17039	
34767	34767	-6981	
34768	34768	4759	
34769	34769	15196	
34770	34770	22576	
34771	34771	25007	
34772	34772	21912	
34773	34773	13818	
34774	34774	2671	
34775	34775	-9181	
34776	34776	-18836	
34777	34777	-24283	
34778	34778	-24317	
34779	34779	-19044	
34780	34780	-9624	
34781	34781	1790	
34782	34782	12887	
34783	34783	21126	
34784	34784	24903	
34785	34785	23176	
34786	34786	16184	
34787	34787	5503	
34788	34788	-6272	
34789	34789	-16706	
34790	34790	-23423	
34791	34791	-24853	
34792	34792	-20850	
34793	34793	-12248	
34794	34794	-1066	
34795	34795	10168	
34796	34796	19431	
34797	34797	24489	
34798	34798	24121	
34799	34799	18384	
34800	34800	8483	
34801	34801	-3351	
34802	34802	-14445	
34803	34803	-22138	
34804	34804	-25011	
34805	34805	-22211	
34806	34806	-14574	
34807	34807	-3907	
34808	34808	7511	
34809	34809	17423	
34810	34810	23686	
34811	34811	24738	
34812	34812	20363	
34813	34813	11402	
34814	34814	-196	
34815	34815	-11721	
34816	34816	-20759	
34817	34817	-24859	
34818	34818	-23333	
34819	34819	-16933	
34820	34820	-6977	
34821	34821	4734	
34822	34822	15497	
34823	34823	22464	
34824	34824	25000	
34825	34825	22246	
34826	34826	13592	
34827	34827	2395	
34828	34828	-9094	
34829	34829	-18820	
34830	34830	-24357	
34831	34831	-24258	
34832	34832	-19006	
34833	34833	-9470	
34834	34834	2230	
34835	34835	12959	
34836	34836	20982	
34837	34837	24869	
34838	34838	23216	
34839	34839	16227	
34840	34840	5792	
34841	34841	-6125	
34842	34842	-16783	
34843	34843	-23506	
34844	34844	-24843	
34845	34845	-20928	
34846	34846	-12489	
34847	34847	-1328	
34848	34848	10053	
34849	34849	19339	
34850	34850	24446	
34851	34851	24094	
34852	34852	18189	
34853	34853	8153	
34854	34854	-3581	
34855	34855	-14675	
34856	34856	-22247	
34857	34857	-25009	
34858	34858	-22293	
34859	34859	-14985	
34860	34860	-4380	
34861	34861	7328	
34862	34862	17419	
34863	34863	23627	
34864	34864	24741	
34865	34865	20387	
34866	34866	11163	
34867	34867	-362	
34868	34868	-11940	
34869	34869	-20748	
34870	34870	-24854	
34871	34871	-23452	
34872	34872	-17097	
34873	34873	-6894	
34874	34874	4684	
34875	34875	15288	
34876	34876	22572	
34877	34877	24995	
34878	34878	21868	
34879	34879	13879	
34880	34880	2694	
34881	34881	-9150	
34882	34882	-18874	
34883	34883	-24300	
34884	34884	-24331	
34885	34885	-19117	
34886	34886	-9699	
34887	34887	1810	
34888	34888	12946	
34889	34889	21138	
34890	34890	24913	
34891	34891	23178	
34892	34892	16311	
34893	34893	5545	
34894	34894	-6440	
34895	34895	-16809	
34896	34896	-23395	
34897	34897	-24830	
34898	34898	-20888	
34899	34899	-12370	
34900	34900	-1264	
34901	34901	10134	
34902	34902	19314	
34903	34903	24473	
34904	34904	24117	
34905	34905	18351	
34906	34906	8314	
34907	34907	-3490	
34908	34908	-14579	
34909	34909	-22263	
34910	34910	-24999	
34911	34911	-22355	
34912	34912	-14823	
34913	34913	-4330	
34914	34914	7434	
34915	34915	17414	
34916	34916	23705	
34917	34917	24731	
34918	34918	20286	
34919	34919	11272	
34920	34920	-374	
34921	34921	-11822	
34922	34922	-20618	
34923	34923	-24792	
34924	34924	-23486	
34925	34925	-17025	
34926	34926	-6954	
34927	34927	4746	
34928	34928	15335	
34929	34929	22609	
34930	34930	24996	
34931	34931	21842	
34932	34932	13873	
34933	34933	2481	
34934	34934	-9203	
34935	34935	-18813	
34936	34936	-24285	
34937	34937	-24328	
34938	34938	-19117	
34939	34939	-9719	
34940	34940	1701	
34941	34941	12813	
34942	34942	21103	
34943	34943	24897	
34944	34944	23218	
34945	34945	16227	
34946	34946	5633	
34947	34947	-6246	
34948	34948	-16756	
34949	34949	-23380	
34950	34950	-24848	
34951	34951	-20863	
34952	34952	-12324	
34953	34953	-1109	
34954	34954	10310	
34955	34955	19423	
34956	34956	24458	
34957	34957	24152	
34958	34958	18361	
34959	34959	8493	
34960	34960	-3439	
34961	34961	-14384	
34962	34962	-22187	
34963	34963	-25010	
34964	34964	-22339	
34965	34965	-14764	
34966	34966	-4054	
34967	34967	7462	
34968	34968	17448	
34969	34969	23627	
34970	34970	24747	
34971	34971	20365	
34972	34972	11318	
34973	34973	-288	
34974	34974	-11792	
34975	34975	-20656	
34976	34976	-24825	
34977	34977	-23479	
34978	34978	-16966	
34979	34979	-6720	
34980	34980	4881	
34981	34981	15250	
34982	34982	22560	
34983	34983	24992	
34984	34984	21974	
34985	34985	13835	
34986	34986	2658	
34987	34987	-9095	
34988	34988	-18805	
34989	34989	-24304	
34990	34990	-24336	
34991	34991	-19038	
34992	34992	-9644	
34993	34993	1838	
34994	34994	12714	
34995	34995	21053	
34996	34996	24889	
34997	34997	23172	
34998	34998	16227	
34999	34999	5527	
35000	35000	-6399	
35001	35001	-16787	
35002	35002	-23409	
35003	35003	-24846	
35004	35004	-20828	
35005	35005	-12221	
35006	35006	-1199	
35007	35007	10247	
35008	35008	19417	
35009	35009	24453	
35010	35010	24131	
35011	35011	18528	
35012	35012	8476	
35013	35013	-3232	
35014	35014	-14452	
35015	35015	-22185	
35016	35016	-25004	
35017	35017	-22297	
35018	35018	-14803	
35019	35019	-4151	
35020	35020	7469	
35021	35021	17488	
35022	35022	23653	
35023	35023	24740	
35024	35024	20274	
35025	35025	11202	
35026	35026	-363	
35027	35027	-11801	
35028	35028	-20738	
35029	35029	-24831	
35030	35030	-23484	
35031	35031	-17093	
35032	35032	-7039	
35033	35033	4606	
35034	35034	15106	
35035	35035	22602	
35036	35036	24992	
35037	35037	21919	
35038	35038	13929	
35039	35039	2648	
35040	35040	-9178	
35041	35041	-18799	
35042	35042	-24278	
35043	35043	-24340	
35044	35044	-19042	
35045	35045	-9715	
35046	35046	1820	
35047	35047	12884	
35048	35048	21108	
35049	35049	24903	
35050	35050	23168	
35051	35051	16198	
35052	35052	5559	
35053	35053	-6320	
35054	35054	-16775	
35055	35055	-23400	
35056	35056	-24850	
35057	35057	-20868	
35058	35058	-12385	
35059	35059	-1227	
35060	35060	10243	
35061	35061	19405	
35062	35062	24462	
35063	35063	24127	
35064	35064	18407	
35065	35065	8442	
35066	35066	-3345	
35067	35067	-14463	
35068	35068	-22201	
35069	35069	-25002	
35070	35070	-22325	
35071	35071	-14760	
35072	35072	-4077	
35073	35073	7426	
35074	35074	17521	
35075	35075	23672	
35076	35076	24743	
35077	35077	20245	
35078	35078	11323	
35079	35079	-398	
35080	35080	-11825	
35081	35081	-20645	
35082	35082	-24817	
35083	35083	-23497	
35084	35084	-17077	
35085	35085	-6923	
35086	35086	4550	
35087	35087	15158	
35088	35088	22540	
35089	35089	24994	
35090	35090	21881	
35091	35091	13897	
35092	35092	2632	
35093	35093	-9188	
35094	35094	-18831	
35095	35095	-24279	
35096	35096	-24343	
35097	35097	-19056	
35098	35098	-9682	
35099	35099	1740	
35100	35100	12786	
35101	35101	21104	
35102	35102	24910	
35103	35103	23212	
35104	35104	16320	
35105	35105	5716	
35106	35106	-6193	
35107	35107	-16756	
35108	35108	-23402	
35109	35109	-24844	
35110	35110	-20880	
35111	35111	-12243	
35112	35112	-1190	
35113	35113	10125	
35114	35114	19418	
35115	35115	24472	
35116	35116	24143	
35117	35117	18431	
35118	35118	8608	
35119	35119	-3400	
35120	35120	-14404	
35121	35121	-22238	
35122	35122	-25009	
35123	35123	-22270	
35124	35124	-14753	
35125	35125	-4092	
35126	35126	7452	
35127	35127	17543	
35128	35128	23645	
35129	35129	24758	
35130	35130	20355	
35131	35131	11179	
35132	35132	-513	
35133	35133	-11966	
35134	35134	-20567	
35135	35135	-24814	
35136	35136	-23531	
35137	35137	-16970	
35138	35138	-6864	
35139	35139	4710	
35140	35140	15284	
35141	35141	22559	
35142	35142	24998	
35143	35143	21928	
35144	35144	13990	
35145	35145	2651	
35146	35146	-9154	
35147	35147	-18772	
35148	35148	-24296	
35149	35149	-24330	
35150	35150	-19093	
35151	35151	-9839	
35152	35152	1680	
35153	35153	12774	
35154	35154	21102	
35155	35155	24901	
35156	35156	23212	
35157	35157	16290	
35158	35158	5686	
35159	35159	-6301	
35160	35160	-16714	
35161	35161	-23433	
35162	35162	-24839	
35163	35163	-20863	
35164	35164	-12335	
35165	35165	-1220	
35166	35166	10194	
35167	35167	19451	
35168	35168	24439	
35169	35169	24157	
35170	35170	18468	
35171	35171	8511	
35172	35172	-3318	
35173	35173	-14448	
35174	35174	-22184	
